name,first_release_date,single_player,multi_player,age_ratings,franchise,game_modes
Dangerous Driving,1,1,08/04/2019,ESRB-E10,null,null
Mad Scientist: Dr. Eureka,null,null,null,null,null,null
Rom Rom Stadium,null,null,null,null,null,null
Adlib,null,null,null,null,null,null
Project Skylab,1,0,null,null,null,null
Bomber Crew: Deluxe Edition,null,null,08/07/2018,null,null,null
The Horse Lord,null,null,null,null,null,null
Links LS 1998 Edition,1,1,29/06/1997,null,null,null
The Time Machine - Trapped in time,null,null,null,null,null,null
BattleHand,null,null,null,null,null,null
Si Da Ming Bu,null,null,null,null,null,null
Cube Game,null,null,null,null,null,null
Super OsWALD,null,null,null,null,null,null
Nayuta no Kiseki,null,null,25/07/2012,null,null,null
My Town : Hotel,null,null,null,null,null,null
All the Rain,null,null,null,null,null,null
Pizza Chef,null,null,30/04/1983,null,null,null
Way of the Samurai 3,1,0,12/11/2008,ESRB-M,null,null
Dead or Alive Xtreme 2,1,1,12/11/2006,ESRB-M,null,null
Golden 8bits,null,null,null,null,null,null
Quattro Power,null,null,null,null,null,null
Super 2048,null,null,null,null,null,null
Flightmare,null,null,null,null,null,null
Sharique,null,null,null,null,null,null
Six Sided Sanctuary,1,0,null,null,null,null
PegIt,null,null,null,null,null,null
Wild West Quest,null,null,null,null,null,null
Mercenary Force,null,null,30/11/1990,null,null,null
Esports Saga,null,null,null,null,null,null
Fantastic Checkers,null,null,null,null,null,null
Cookie Word,null,null,null,null,null,null
JETPilot,null,null,null,null,null,null
Unknown Nightmare,null,null,null,null,null,null
Gummy Match,null,null,null,null,null,null
Elan Doree,null,null,null,null,null,null
Side by Side Special,null,null,null,null,null,null
Advance of the Reich,null,null,null,null,null,null
Astro Warrior/Pit Pot,null,null,null,null,null,null
doodly.io,null,null,null,null,null,null
Billy la Banlieue,null,null,null,null,null,null
Cruentis The Murderer vol.1,1,0,19/09/2017,null,null,null
Sphere of Destiny,null,null,null,null,null,null
Tattletail - Horror Night,null,null,null,null,null,null
Dentist Office Creepers,null,null,null,null,null,null
Tactical Manager 2,null,null,null,null,null,null
Ultra Bust-A-Move,null,null,02/12/2004,ESRB-E,null,null
Iron Blade: Medieval RPG,1,0,null,null,null,null
Magic Kid Goo Goo,null,null,30/09/1992,null,null,null
Frenzy Fruits,null,null,null,null,null,null
Little People,1,0,18/09/2017,null,null,null
Among Ripples 2,1,0,null,null,null,null
Navigatris,null,null,null,null,null,null
If I am AI,1,0,null,null,null,null
DEEP SPACE WAIFU: WORLD,1,0,23/04/2019,null,null,null
Cake Match,null,null,null,null,null,null
Nemo Dungeon,1,0,null,null,null,null
Narco Strike,1,1,null,null,null,null
The Book of Three,null,null,null,null,null,null
Hoyle Casino Games 2013,null,null,null,null,null,null
Intelligence: Dinosaurs,1,0,null,null,null,null
A-Train Version 3.0: Railway Simulator,null,null,null,null,null,null
Infinite Pool,null,null,null,null,null,null
Mouth Sweet,null,null,null,null,null,null
Age of Gladiators,1,0,24/02/2016,null,null,null
Bastard!! Ankoku no Hakaishin,null,null,null,null,null,null
sheep sheep wolf,null,null,null,null,null,null
StrongBadZone,1,0,11/01/2004,null,null,null
Noch mal!,null,null,null,null,null,null
Venice Mystery,null,null,null,null,null,null
Cactus McCoy 2: The Ruins of Calavera,null,null,null,null,null,null
Only You,1,0,null,null,null,null
Drakeling Labs,1,1,null,null,null,null
Little Monster Private Eye: The Smelly Mystery,null,null,null,null,null,null
Block Rockin',null,null,null,null,null,null
Shiryou Sensen: War Of The Dead 2,null,null,31/01/1988,null,null,null
Wheelin' Wallie,1,0,30/12/1984,null,null,null
阿达三国志2018,1,1,null,null,null,null
Gyakujoku Hiai: Mistress,null,null,null,null,null,null
Super Chicks,null,null,null,null,null,null
Egypt Curse Pyramid Quest,null,null,null,null,null,null
Nomad,null,null,null,null,null,null
Joint Operations,null,null,null,null,null,null
EreaDrone: FPV Simulator,null,null,null,null,null,null
Pixel Heroes: Byte & Magic,1,0,05/02/2015,null,null,null
Christmas Hidden Objects,null,null,null,null,null,null
Criminal Case Investigation - Special Squad,null,null,null,null,null,null
The Tale of Doris and the Dragon - Episode 2,1,0,06/02/2020,null,null,null
SWISCAPE,1,0,11/03/2020,null,null,null
Juranka Classic,null,null,null,null,null,null
Terminator 3: Rise of the Machines Pinball,null,null,null,null,null,null
Pilgrim's Punch-Out,null,null,null,null,null,null
Shaun Palmer's Pro Snowboarder,1,1,12/11/2001,ESRB-E,null,null
Disasteroids 3D,null,null,null,null,null,null
Fish Out,null,null,null,null,null,null
Real War: Rogue States,null,null,null,null,null,null
Pixel Z - Gun Day,1,1,13/01/2016,null,null,null
Mermaid Secrets14 - Prison Escape,null,null,null,null,null,null
Sei Monmusu Gakuen,null,null,null,null,null,null
Isle of Tune Mobile,null,null,null,null,null,null
Brick City Solitaire,null,null,null,null,null,null
Tristone,null,null,null,null,null,null
Dope Wars (Weed Edition),null,null,null,null,null,null
Tank Army Battle Simulator,null,null,null,null,null,null
Balloon Blowout,1,0,27/10/2016,null,null,null
Densha de Go! 3 Tsuukinhen,null,null,26/03/2003,null,null,null
Ninja Kid Run VR: Runner & Racing Games For Free,null,null,19/07/2013,null,null,null
Galactic Civilizations III Gold,null,null,null,null,null,null
Total Vice,null,null,null,null,null,null
dofus POGO,null,null,null,null,null,null
Audio Beats,null,null,null,null,null,null
Game & Watch Vermin,null,null,14/07/2009,null,null,null
UEFA CL 2006-2007,null,null,null,null,null,null
Hitman Collection,null,null,null,null,null,null
Stonetowers,1,0,null,null,null,null
Star Wars: Monopoly,null,null,null,null,null,null
Kith - Tales from the Fractured Plateaus,1,0,06/04/2017,null,null,null
The Elder Scrolls V: Skyrim VR,1,0,16/11/2017,null,null,null
Night Terrors: Bloody Mary,1,0,20/10/2018,null,null,null
Far Cry Classic,1,0,10/02/2014,null,null,null
Lil Pump Piano Tiles 🎹,null,null,null,null,null,null
Crosswords Classic,null,null,null,null,null,null
Black Robina,null,null,null,null,null,null
Move Egg in Time,null,null,null,null,null,null
Mahjong Forest Journey,null,null,null,null,null,null
Bridge to Another World: Oz,null,null,null,null,null,null
Pinball HD,null,null,null,null,null,null
Boku Wa Tomodachi Ga Sukunai Portable,null,null,null,null,null,null
Just Arms,1,1,18/04/2020,null,null,null
Space Police on SuperHighway 9,null,null,null,null,null,null
Napoleon: Total War - Imperial Eagle Pack,null,null,17/06/2012,null,null,null
Hoshi de Hakken!! Tamagotchi,null,null,null,null,null,null
MainGuns,null,null,null,null,null,null
Passport to Rome,null,null,null,null,null,null
Zen Nihon Joshi Pro Wrestling: Queen of Queens,null,null,null,null,null,null
RetroRaider II: Lara's Quest Continues,null,null,null,null,null,null
Aqua Bubble,null,null,null,null,null,null
Hopeless: The Dark Cave,null,null,null,null,null,null
VR Roller Coaster,null,null,15/01/2016,null,null,null
Suv Vs SemiTruck,null,null,null,null,null,null
Jalopy: Limited Edition,null,null,null,null,null,null
FIFA 16 Soccer,null,null,null,null,null,null
99 Waves to Die,1,0,08/04/2015,null,null,null
Touhou Rhythm Carnival Scarlet,null,null,30/04/2012,null,null,null
Fish & Trip,null,null,null,null,null,null
Carriers at War II,null,null,null,null,null,null
Hidden Object: Land Of Dreams,null,null,null,null,null,null
Tenchu: Stealth Assassins,1,0,25/02/1998,ESRB-M,null,null
Fugitive Hunter,null,null,17/11/2003,null,null,null
Tank on Tank Digital - Bundle West - East Front,null,null,null,null,null,null
Temerity,1,0,null,ESRB-RP,null,null
Vitamin Connection,1,1,19/02/2020,ESRB-E,null,null
Viki Spotter: Undersea,1,0,null,null,null,null
Iceblox,null,null,null,null,null,null
Virtual Pet Dinosaur: Pterodactyl,null,null,null,null,null,null
Midnight Outlaw: 6 Hours to Sun Up,1,0,28/07/2008,null,null,null
Wreckers,null,null,null,null,null,null
Steel Invaders,1,0,22/11/2016,null,null,null
Roommania #203,null,null,null,null,null,null
Ninja Tag,null,null,null,null,null,null
Parallel Turn,null,null,null,null,null,null
Fugu Maze,null,null,null,null,null,null
Last Days: Survival,null,null,null,null,null,null
Jet Buster,1,0,30/09/2017,null,null,null
Puzzle My Mind,null,null,null,null,null,null
RUSH,1,0,02/12/2010,ESRB-E,null,null
Cube Survival: LDoE,null,null,null,null,null,null
Slendrina 2D,null,null,null,null,null,null
StrikeForce-Psi,null,null,null,null,null,null
Haunted Childhood,null,null,null,null,null,null
Guardian Prelude,null,null,null,null,null,null
Merlin's Walls,null,null,null,null,null,null
Jurassic World Revealed,null,null,null,null,null,null
The Jongg CD,null,null,null,null,null,null
Tom & Jerry: Hunting High and Low,1,0,30/12/1989,null,null,null
Dead Inside,1,0,30/03/2017,null,null,null
B-25 Game,1,0,null,null,null,null
Uno DX,null,null,null,null,null,null
Chuchel: Cherry Edition,null,null,null,null,null,null
Gerbil Riot of '67,null,null,null,null,null,null
Janitor Joe,null,null,null,null,null,null
The Great Escape,1,0,12/04/2018,null,null,null
Conan Exiles: Treasures of Turan,null,null,null,null,null,null
Soccer - Ultimate Team,null,null,null,null,null,null
Train Escape: Hidden Adventure,null,null,null,null,null,null
Blind Witch -Peek Window-,1,0,01/08/2017,null,null,null
Solitaire Ⓞ,null,null,15/12/2015,null,null,null
Nastar,1,0,30/12/1989,null,null,null
Tales to Enjoy! Three Little Pigs,null,null,18/09/2013,null,null,null
Mutant Football League: Dynasty Edition,1,1,29/10/2018,ESRB-M,null,null
Dizzy Bee,null,null,null,null,null,null
A Little Bit of... Magic Made Fun: Matchmaker,null,null,21/04/2009,null,null,null
Word Cube,null,null,null,null,null,null
CastleMine,null,null,null,null,null,null
Frane: Dragons' Odyssey,1,0,04/04/2019,null,null,null
Ninja Ryuukenden,null,null,null,null,null,null
Ghost Ring: The Soul Labyrinth,null,null,null,null,null,null
Star Mania,null,null,null,null,null,null
Dynasty Warriors PSP,null,null,null,null,null,null
MEGAMiX,1,0,null,null,null,null
SymmetryPad - Doodle in Relax,null,null,null,null,null,null
PixelCraft Game,null,null,null,null,null,null
Time to Play Hearts,null,null,11/03/2016,null,null,null
American Farmer,1,1,null,null,null,null
Solaris 1.0.4.,null,null,null,null,null,null
Time Riders in American History,null,null,null,null,null,null
Chapolim x Drácula: Um Duelo Assustador,null,null,null,null,null,null
The Movies,1,0,07/11/2005,ESRB-T,null,null
Let's Play Fashion Designer,null,null,26/02/2009,PEGI-3,null,null
Boyfriend Kirameki ☆ Note,null,null,null,null,null,null
Elfaria II,null,null,08/07/1995,null,null,null
Exciting Golf,null,null,null,null,null,null
Guns Craft Mod,null,null,null,null,null,null
Zen Koi 2,null,null,null,null,null,null
PapiBlocks,null,null,null,null,null,null
Parker & Lane,null,null,null,null,null,null
Speed Islands,null,null,null,null,null,null
Mahjong 3D,null,null,null,null,null,null
Cirque du Soleil,1,0,31/08/2017,null,null,null
maimai,null,null,null,null,null,null
HardBall '95,null,null,14/07/1995,null,null,null
Pixel Doodle - Color By Number,null,null,null,null,null,null
Stickman Ninja Warriors,null,null,null,null,null,null
Jigsaw Puzzles,null,null,null,null,null,null
Pathfinder: Kingmaker - The Wildcards,null,null,null,null,null,null
Animals Jigsaw Puzzle - games for kids,null,null,null,null,null,null
Logic Pro,null,null,null,null,null,null
Project MSX,1,0,05/05/2009,ESRB-M,null,null
The Herbologist,1,0,30/10/2017,null,null,null
FreeCell Classic,null,null,null,null,null,null
Amora,1,0,07/06/2018,null,null,null
FreakOut: Extreme Freeride,1,1,29/03/2007,null,null,null
Yase Zhuanshuo,null,null,null,null,null,null
Natives,1,0,15/04/2017,ESRB-T,null,null
Hunter Willie Hunting Wild Safari Dinosaurs,null,null,null,null,null,null
Oxxonian,1,0,30/12/1989,null,null,null
Shake Spears!,null,null,29/06/2011,null,null,null
Shadowy Contracts,1,0,null,null,null,null
Zed Blade,null,null,12/01/1994,null,null,null
Overdriven,null,null,null,null,null,null
NeptuneGL,1,1,null,null,null,null
DIY Fashion Star - Design Hacks Clothing Game,null,null,null,null,null,null
The Hostage,1,0,17/05/2020,null,null,null
Splatterhouse 3D,null,null,null,null,null,null
Pastimes - Game Box,null,null,null,null,null,null
keyWars,null,null,null,null,null,null
Tower of Elements,null,null,null,null,null,null
Mars Trek,null,null,null,null,null,null
The Treasures of Hotei,null,null,null,null,null,null
Radical Radial,null,null,null,null,null,null
WortWechsel,null,null,null,null,null,null
Monkey Magic,null,null,null,null,null,null
qrp,null,null,null,null,null,null
Desert Skies,1,0,null,null,null,null
Discode Reverse,null,null,null,null,null,null
"Warhammer 40,000: Sanctus Reach - Legacy of the Weirdboy",1,1,05/07/2017,null,null,null
Bounce!,null,null,null,null,null,null
FishVille,null,null,null,null,null,null
Battle Gear 3,null,null,null,null,null,null
Macross - Do You Remember Love,null,null,null,null,null,null
Monkey Flight,null,null,null,null,null,null
Island Tribe 3,1,0,21/03/2018,null,null,null
LSD: The Game,1,0,02/04/2019,null,null,null
Elektro Storm,null,null,null,null,null,null
PT Boats: South Gambit,1,1,04/09/2011,null,null,null
Spongebob Games And Patrick Fighting,null,null,null,null,null,null
New Robinson,1,0,09/12/1999,null,null,null
Dracula: Vampires vs. Zombies,1,0,07/08/2017,null,null,null
Planet Coaster: Studios Pack,1,0,26/03/2018,PEGI-3,null,null
TowerMadness HD,null,null,null,null,null,null
The Platformer Gun,1,0,null,null,null,null
Mystery of Haunted Hollow 2: Point & Click Game,null,null,null,null,null,null
Mario Superstar Baseball,1,1,20/07/2005,ESRB-E,null,null
Doodle God Blitz,1,0,null,null,null,null
Cherry Creek,1,0,14/03/2019,null,null,null
Cybernator,1,0,17/12/1992,null,null,null
梦乡 The Dreamcatcher,1,0,20/08/2020,null,null,null
Bitcoin Trader,1,0,null,null,null,null
Iron Knight 3D,null,null,null,null,null,null
Mad Art Millionaire,null,null,null,null,null,null
Machine Hell,null,null,null,null,null,null
"Fishing Diary, Fishing Joy",null,null,null,null,null,null
Yum Yummy Superlicious,null,null,null,null,null,null
Ugly Meter,null,null,null,null,null,null
GNOME Taquin,null,null,null,null,null,null
March! Offworld Recon,null,null,null,null,null,null
Angel's Love,1,0,null,null,null,null
Appie Online 2,0,1,null,null,null,null
Snowboarding Championship 2004,null,null,null,null,null,null
Will of the Gods,1,1,28/08/2016,null,null,null
E3.14CENTER,1,0,null,null,null,null
Bat-L-Blocks,null,null,null,null,null,null
Triplicata,1,0,20/12/2017,ESRB-E10,null,null
Cut the Rope 2: Om Nom's Quest,null,null,null,null,null,null
Pangya Mobile,null,null,null,null,null,null
Mystragedy,null,null,null,null,null,null
dog in the city,1,0,12/10/2020,null,null,null
STURMWIND EX,1,0,29/09/2019,null,null,null
Ikinari Happy Bell,null,null,null,null,null,null
Real Fast Race - Furious Sports,null,null,null,null,null,null
Pixel Cup Soccer 16,null,null,20/08/2016,null,null,null
The Worm Room,1,0,13/07/2016,null,null,null
Combat Choro Q,null,null,null,null,null,null
Battle Chef Brigade Deluxe,null,null,null,null,null,null
123 Kids Fun EDUCATION,null,null,null,null,null,null
HYPERFIGHT Max Battle,1,1,null,null,null,null
Best of Klei,null,null,null,null,null,null
Mahou no Shippo na 2,null,null,null,null,null,null
Bomber Boing,null,null,null,null,null,null
Sugar Rush,null,null,null,null,null,null
8bit-Collection Data East Vol. 01,null,null,null,null,null,null
The World of Teo,null,null,null,null,null,null
Assassin's Creed: Odyssey - Limited Edition,null,null,null,null,null,null
Super Real Mahjong PVI,null,null,null,null,null,null
Mell Kiss,null,null,null,null,null,null
Skateboard Park Tycoon: World Tour 2003,null,null,null,null,null,null
Harvest Moon: The Tale of Two Towns,1,0,07/07/2010,ESRB-E,null,null
Chicago's 30,1,0,30/12/1988,null,null,null
Knights of Pen & Paper 2 Deluxiest Edition,1,0,13/12/2018,null,null,null
Construction Machines 2014,1,0,27/03/2014,null,null,null
Walt Disney's The Jungle Book,1,0,30/12/1994,ESRB-E,null,null
Empress Of The Deep,1,0,03/04/2014,null,null,null
The Greedy Cave,null,null,null,null,null,null
Pro Mahjong Tsuwamono 64: Jansou Battle ni Chousen,null,null,04/11/1999,null,null,null
Siegecraft TD,null,null,null,null,null,null
Broken Minds,1,0,null,null,null,null
Assault Hunners HD Edition: Extra Pack,1,0,19/03/2018,null,null,null
Gensō Suikogaiden: Swordsman of Harmonia,null,null,20/10/2000,null,null,null
The Witch's Love Diary,1,0,25/07/2019,null,null,null
Origins of an Empire,null,null,null,null,null,null
Mahjong 3D - Essentials,null,null,04/09/2013,null,null,null
Pokémon Project Studio Red/Blue Version,null,null,null,null,null,null
Super Black Bass 3,null,null,14/01/1996,null,null,null
Stampede Run,null,null,null,null,null,null
Absolutely Unstoppable MineRun,1,1,12/04/2017,null,null,null
Dracula: The Path of the Dragon,null,null,null,null,null,null
Russian Gangsta In HELL,1,0,null,null,null,null
MYTH,1,0,27/10/2016,null,null,null
League of Light: Edge of Justice,null,null,null,null,null,null
Beyond Space Remastered,null,null,null,null,null,null
Warlock: Master of the Arcane - Complete Edition,null,null,null,null,null,null
